股票代號,股票名稱,成交金額(元),成交金額_分類
8996,高力,852927.0,熱門
1319,東陽,853380.0,熱門
8088,品安,858340.2,熱門
2374,佳能,875235.3999999999,熱門
8074,鉅橡,879338.4,熱門
5871,中租-KY,881509.5,熱門
3044,健鼎,896688.0,熱門
6182,合晶,921793.9500000001,熱門
2331,精英,935068.95,熱門
3624,光頡,946272.9,熱門
3035,智原,949956.0,熱門
6196,帆宣,954135.0,熱門
6683,雍智科技,966900.0,熱門
8042,金山電,967244.3999999999,熱門
3211,順達,970885.0,熱門
6191,精成科,972078.0,熱門
3450,聯鈞,1027040.0,熱門
2634,漢翔,1043515.7999999999,熱門
3293,鈊象,1044576.0,熱門
2369,菱生,1054342.7,熱門
2609,陽明,1056618.0,熱門
3019,亞光,1058347.5,熱門
6485,點序,1060472.0,熱門
2472,立隆電,1064704.5,熱門
2885,元大金,1070684.8,熱門
6438,迅得,1097479.0,熱門
3374,精材,1097822.0,熱門
3376,新日興,1119072.5,熱門
5475,德宏,1123362.5,熱門
6155,鈞寶,1130777.7,熱門
2884,玉山金,1212090.0,熱門
2618,長榮航,1212315.95,熱門
8131,福懋科,1228894.0,熱門
6163,華電網,1230742.0999999999,熱門
5439,高技,1240624.0,熱門
3529,力旺,1242850.0,熱門
7795,長廣,1245343.5,熱門
2356,英業達,1290117.0999999999,熱門
8028,昇陽半導體,1312766.0,熱門
5425,台半,1340607.4000000001,熱門
3532,台勝科,1350778.5,熱門
2376,技嘉,1362240.0,熱門
5269,祥碩,1366300.0,熱門
4967,十銓,1371120.0,熱門
3149,正達,1392468.0,熱門
3131,弘塑,1398250.0,熱門
3167,大量,1416360.0,熱門
4991,環宇-KY,1429642.5,熱門
6285,啟碁,1431361.5,熱門
2883,凱基金,1435203.3,熱門
1560,中砂,1438612.5,熱門
3264,欣銓,1445193.0,熱門
3706,神達,1450751.6,熱門
6706,惠特,1465394.0,熱門
8210,勤誠,1479114.0,熱門
6510,精測,1491880.0,熱門
2881,富邦金,1492735.0,熱門
6770,力積電,1497858.0,熱門
1301,台塑,1499696.6,熱門
2002,中鋼,1512303.2999999998,熱門
5274,信驊,1544400.0,熱門
2441,超豐,1609254.0,熱門
2457,飛宏,1613721.6,熱門
3535,晶彩科,1652134.5,熱門
8039,台虹,1672915.5,熱門
6515,穎崴,1685020.0,熱門
3357,臺慶科,1687120.5,熱門
2891,中信金,1728153.6,熱門
3305,昇貿,1728475.0,熱門
6217,中探針,1729792.0,熱門
4989,榮科,1731300.8,熱門
6415,矽力*-KY,1747012.5,熱門
6919,康霈*,1776940.0,熱門
7769,鴻勁,1844500.0,熱門
2379,瑞昱,1939490.0,熱門
5498,凱崴,1952136.0,熱門
3034,聯詠,1954144.0,熱門
5340,建榮,1993770.5999999999,熱門
5289,宜鼎,2072250.0,熱門
2882,國泰金,2073623.4000000001,熱門
1101,台泥,2109571.6,熱門
2375,凱美,2145243.0,熱門
6173,信昌電,2146500.4,熱門
6223,旺矽,2148320.0,熱門
6139,亞翔,2186848.0,熱門
3008,大立光,2200100.0,熱門
2301,光寶科,2248748.0,熱門
8043,蜜望實,2333312.4,熱門
6257,矽格,2333586.5,熱門
3081,聯亞,2340940.0,熱門
4749,新應材,2384584.0,熱門
3533,嘉澤,2465320.0,熱門
2329,華泰,2473772.0,熱門
2455,全新,2580480.0,熱門
2357,華碩,2585700.0,熱門
6442,光聖,2636725.0,熱門
2324,仁寶,2646241.5,熱門
2603,長榮,2698500.0,熱門
5536,聖暉*,2716224.0,熱門
2360,致茂,2748350.0,熱門
6805,富世達,2791680.0,熱門
1795,美時,2803932.0,熱門
3105,穩懋,2883807.0,熱門
6443,元晶,2902666.9,熱門
3715,定穎投控,2910468.0,熱門
8021,尖點,3001833.0,熱門
2485,兆赫,3002902.65,熱門
2049,上銀,3003800.0,熱門
1503,士電,3026340.0,熱門
6488,環球晶,3058870.0,熱門
4971,IET-KY,3116569.5,熱門
2367,燿華,3125860.5,熱門
8271,宇瞻,3180459.0,熱門
3324,雙鴻,3381920.0,熱門
2337,旺宏,3395874.9,熱門
2404,漢唐,3407640.0,熱門
2887,台新新光金,3413721.45,熱門
4979,華星光,3442467.5,熱門
2408,南亞科,3597825.0,熱門
3491,昇達科,3756990.0,熱門
3653,健策,3870990.0,熱門
1513,中興電,4037217.0,熱門
8112,至上,4301383.199999999,熱門
2481,強茂,4441420.8,熱門
1514,亞力,4478880.0,熱門
6446,藥華藥,4511563.0,熱門
6531,愛普*,4638605.0,熱門
2382,廣達,4644822.0,熱門
8110,華東,4657224.0,熱門
4958,臻鼎-KY,4916879.0,熱門
2449,京元電子,4963834.5,熱門
2371,大同,5153252.5,熱門
2345,智邦,5395115.0,熱門
1504,東元,5647311.300000001,熱門
3711,日月光投控,5678608.0,熱門
6239,力成,5795212.5,熱門
1717,長興,5814934.8,熱門
2059,川湖,5967930.0,熱門
2492,華新科,6024373.0,熱門
2383,台光電,6206240.0,熱門
8299,群聯,6322140.0,熱門
2344,華邦電,6406917.5,熱門
6274,台燿,6410562.5,熱門
3665,貿聯-KY,6639435.0,熱門
1802,台玻,6921586.350000001,熱門
3481,群創,7006032.0,熱門
1605,華新,7044426.249999999,熱門
2451,創見,7255615.5,熱門
6282,康舒,7577932.0,熱門
5347,世界,7798039.0,熱門
2409,友達,8116608.0,熱門
2312,金寶,8318469.0,熱門
1519,華城,8518698.0,熱門
2454,聯發科,8825355.0,熱門
2368,金像電,9784944.0,熱門
6669,緯穎,9895200.0,熱門
3661,世芯-KY,9920280.0,熱門
3443,創意,10028095.0,熱門
2313,華通,11284696.5,熱門
8150,南茂,11926401.6,熱門
3017,奇鋐,12226560.0,熱門
2317,鴻海,12264250.5,熱門
2308,台達電,14407680.0,熱門
3189,景碩,14456236.5,熱門
3231,緯創,16354357.0,熱門
8046,南電,17268672.0,熱門
1815,富喬,17543148.0,熱門
2303,聯電,21304375.0,熱門
8422,可寧衛*,22618755.0,熱門
3037,欣興,22968708.0,熱門
1303,南亞,28795283.400000002,熱門
2327,國巨*,30928212.0,熱門
2330,台積電,56745920.0,熱門
